Address,Bldg No,exemptVSincomplete,School Type,Total Geogs,Category,City,Count,County,District Name,ESD,Enroll Text,Enrollment,Geography,Grade,Group,LL,Latitude,Longitude,Number of Records,Percent,Reliable,Reported,School Name,School Year,School District,State,Type,UL,Zip,Has6,Hask
9401 Sharon Dr,1848,exempt,PUBLIC,2764,Exemption,Everett,0,Snohomish,Mukilteo,Educational Service District 189,No Report,0,School,K-12,Personal,0.0%,47.91331,-122.2457,1,0.0%,,0,Special Services Everett,2018-19,Mukilteo,WA,PUBLIC,0.0%,98204,1,1
18500 156th Ave NE  Ste,801R,exempt,PRIVATE,2764,Exemption,Woodinville,0,King,Northshore,Educational Service District 121,11,11,School,K-12,Personal,0.0%,47.76155,-122.13149,1,0.0%,No,0,Dolan Learning Center Llc,2018-19,Northshore,WA,PRIVATE,6.5%,98072,1,1
16409 E Broadway Ave,1461,exempt,PRIVATE,2764,Exemption,Spokane,0,Spokane,Central Valley,Educational Service District 101,12,12,School,K-12,Personal,0.0%,47.66369,-117.18445,1,0.0%,No,0,Calvary Chapel Christian School,2018-19,Central Valley,WA,PRIVATE,6.0%,99037,1,1
600 N Western Ave,8005,exempt,PRIVATE,2764,Exemption,Wenatchee,4,Chelan,Wenatchee,Educational Service District 171,151,151,School,K-12,Personal,2.3%,47.4168,-120.3464,1,2.6%,Yes,0,Cascade Christian Academy,2018-19,Wenatchee,WA,PRIVATE,3.2%,98801,1,1
43 O'Brien Rd,8302,exempt,PRIVATE,2764,Exemption,Port Angele,9,Clallam,Port Angeles,Educational Service District 114,70,70,School,K-12,Personal,12.1%,48.09486,-123.30452,1,12.9%,Yes,0,Olympic Christian School,2018-19,Port Angeles,WA,PRIVATE,14.0%,98362,1,1
1007 S Oak St,8006,exempt,PRIVATE,2764,Exemption,Port Angele,0,Clallam,Port Angeles,Educational Service District 114,96,96,School,K-12,Personal,0.0%,48.11151,-123.44218,1,0.0%,Yes,0,Queen Of Angels School,2018-19,Port Angeles,WA,PRIVATE,0.8%,98362,1,1
6500 Highland Dr,8010,exempt,PRIVATE,2764,Exemption,Vancouver,3,Clark,Vancouver,Educational Service District 112,318,318,School,K-12,Personal,0.8%,45.61773,-122.60455,1,0.9%,Yes,0,St Joseph School,2018-19,Vancouver,WA,PRIVATE,1.2%,98661,1,1
911 E Division,8605,exempt,PRIVATE,2764,Exemption,Ephrata,3,Grant,Ephrata,Educational Service District 171,44,44,School,K-12,Personal,5.8%,47.31931,-119.53835,1,6.8%,Yes,0,New Life Christian School,2018-19,Ephrata,WA,PRIVATE,8.5%,98823,1,1
3405 S 336th St,803C,exempt,PRIVATE,2764,Exemption,Federal Way,0,King,Federal Way,Educational Service District 121,124,124,School,K-12,Personal,0.0%,47.30069,-122.28878,1,0.0%,Yes,0,Evergreen Christian Private School,2018-19,Federal Way,WA,PRIVATE,0.6%,98001,1,1
2530 S 298th St,8295,exempt,PRIVATE,2764,Exemption,Federal Way,1,King,Federal Way,Educational Service District 121,25,25,School,K-12,Personal,2.5%,47.33506,-122.30072,1,4.0%,Yes,0,Holy Innocents School Of Nw,2018-19,Federal Way,WA,PRIVATE,6.9%,98003,1,1
36605 Pacific Hwy S,8078,exempt,PRIVATE,2764,Exemption,Federal Way,0,King,Federal Way,Educational Service District 121,35,35,School,K-12,Personal,0.0%,47.27366,-122.32838,1,0.0%,Yes,0,Montessori Academy At Spring Valley,2018-19,Federal Way,WA,PRIVATE,2.1%,98003,1,1
16700 174th Ave SE,8099,exempt,PRIVATE,2764,Exemption,Renton,8,King,Kent,Educational Service District 121,59,59,School,K-12,Personal,12.7%,47.45208,-122.10951,1,13.6%,Yes,0,Rainier Christian Schools-Maple Valley,2018-19,Kent,WA,PRIVATE,14.9%,98058,1,1
844 NE 78th St,8859,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,41,41,School,K-12,Personal,0.0%,47.68539,-122.31962,1,0.0%,Yes,0,Fairview Christian School,2018-19,Seattle,WA,PRIVATE,1.8%,98115,1,1
,,exempt,PUBLIC,2764,Exemption,,41871,,,,1139955,1139955,School,K-12,Personal,3.7%,,,1,3.7%,Yes,,State,2018-19,,,,3.7%,,,
PO Box 200,5132,exempt,PUBLIC,2764,Exemption,Battle Grou,0,Clark,Battle Ground,Educational Service District 112,0,0,School,K-12,Personal,0.0%,45.79235,-122.53488,1,0.0%,No,1,Tukes Valley Primary,2018-19,Battle Ground,WA,PUBLIC,0.0%,98604,0,1
224 J STREET S.E.,2919,exempt,PUBLIC,2764,Exemption,Quincy,0,Grant,Quincy,Educational Service District 171,0,0,School,K-12,Personal,0.0%,47.22959,-119.84821,1,0.0%,No,1,Pioneer Elementary,2018-19,Quincy,WA,PUBLIC,0.0%,98848,0,1
4014 S 270TH,3160,exempt,PUBLIC,2764,Exemption,Kent,0,King,Federal Way,Educational Service District 121,0,0,School,K-12,Personal,0.0%,47.35962,-122.28367,1,0.0%,No,1,Star Lake Elementary School,2018-19,Federal Way,WA,PUBLIC,0.0%,98032,0,1
11401 188th Ave. Ct. E,4166,exempt,PUBLIC,2764,Exemption,Bonney Lake,0,Pierce,Sumner,Educational Service District 121,0,0,School,K-12,Personal,0.0%,47.15191,-122.17906,1,0.0%,No,1,Victor Falls Elementary,2018-19,Sumner,WA,PUBLIC,0.0%,98391,0,1
P.O. Box 850,2682,exempt,PUBLIC,2764,Exemption,Stevenson,0,Skamania,Stevenson-Carson,Educational Service District 112,0,0,School,K-12,Personal,0.0%,45.62373,-122.03891,1,0.0%,No,1,Stevenson Elementary,2018-19,Stevenson-Carson,WA,PUBLIC,0.0%,98648,0,1
710 N Progress Rd,2953,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.66334,-117.20055,1,0.0%,No,1,Progress Elementary School,2018-19,Central Valley,WA,PUBLIC,0.0%,99037,0,1
10105 E Cimmaron Dr,4098,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.61824,-117.26677,1,0.0%,No,1,Ponderosa Elementary,2018-19,Central Valley,WA,PUBLIC,0.0%,99206,0,1
12021 E 24th Ave,3307,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.63563,-117.24252,1,0.0%,No,1,South Pines Elementary,2018-19,Central Valley,WA,PUBLIC,0.0%,99206,0,1
1613 S University Rd,3064,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.64151,-117.26,1,0.0%,No,1,University Elementary School,2018-19,Central Valley,WA,PUBLIC,0.0%,99206,0,1
1109 S Wilbur Rd,2113,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.64701,-117.2466,1,0.0%,No,1,Opportunity Elementary,2018-19,Central Valley,WA,PUBLIC,0.0%,99206,0,1
10304 E 9th Ave,4160,exempt,PUBLIC,2764,Exemption,Spokane Val,0,Spokane,Central Valley,Educational Service District 101,0,0,School,K-12,Personal,0.0%,47.64903,-117.26617,1,0.0%,No,1,Sunrise Elementary Spokane,2018-19,Central Valley,WA,PUBLIC,0.0%,99206,0,1
2133 W Woodin Ave,806B,exempt,PRIVATE,2764,Exemption,Chelan,2,Chelan,Lake Chelan,Educational Service District 171,36,36,School,K-12,Personal,4.4%,47.83591,-120.05122,1,5.6%,Yes,1,Roots Community School,2018-19,Lake Chelan,WA,PRIVATE,7.6%,98816,0,1
312 Palouse St,8915,exempt,PRIVATE,2764,Exemption,Wenatchee,1,Chelan,Wenatchee,Educational Service District 171,53,53,School,K-12,Personal,1.2%,47.42419,-120.31634,1,1.9%,Yes,1,St Paul'S Lutheran School,2018-19,Wenatchee,WA,PRIVATE,3.3%,98801,0,1
600 Saint Joseph Pl,8004,exempt,PRIVATE,2764,Exemption,Wenatchee,6,Chelan,Wenatchee,Educational Service District 171,137,137,School,K-12,Personal,4.0%,47.41668,-120.33265,1,4.4%,Yes,1,St Joseph'S School,2018-19,Wenatchee,WA,PRIVATE,5.0%,98801,0,1
16413 NE 50th Ave,8071,exempt,PRIVATE,2764,Exemption,Vancouver,8,Clark,Battle Ground,Educational Service District 112,96,96,School,K-12,Personal,7.8%,45.74061,-122.61915,1,8.3%,Yes,1,The Gardner School Of Arts And Science,2018-19,Battle Ground,WA,PRIVATE,9.2%,98686,0,1
2812 116th Ave NE,8244,exempt,PRIVATE,2764,Exemption,Bellevue,5,King,Bellevue,Educational Service District 121,104,104,School,K-12,Personal,4.4%,47.63674,-122.18548,1,4.8%,Yes,1,The Little School,2018-19,Bellevue,WA,PRIVATE,5.6%,98004,0,1
25237 SE Issaquah-Fall,8304,exempt,PRIVATE,2764,Exemption,Issaquah,1,King,Issaquah,Educational Service District 121,45,45,School,K-12,Personal,1.4%,47.56532,-121.99983,1,2.2%,Yes,1,Snoqualmie Springs School,2018-19,Issaquah,WA,PRIVATE,3.9%,98029,0,1
7655 178th Pl NE,1416,exempt,PRIVATE,2764,Exemption,Redmond,0,King,Lake Washington,Educational Service District 121,29,29,School,K-12,Personal,0.0%,47.67356,-122.10186,1,0.0%,Yes,1,The Sammamish Montessori School,2018-19,Lake Washington,WA,PRIVATE,2.5%,98052,0,1
914 Virginia St,8704,exempt,PRIVATE,2764,Exemption,Seattle,6,King,Seattle,Educational Service District 121,105,105,School,K-12,Personal,5.2%,47.61645,-122.33578,1,5.7%,Yes,1,Spruce Street School,2018-19,Seattle,WA,PRIVATE,6.5%,98101,0,1
5601 University Ave NE,8428,exempt,PRIVATE,2764,Exemption,Seattle,9,King,Seattle,Educational Service District 121,90,90,School,K-12,Personal,9.4%,47.66988,-122.31311,1,10.0%,Yes,1,University Cooperative School,2018-19,Seattle,WA,PRIVATE,10.9%,98105,0,1
5062 9th Ave NE,8838,exempt,PRIVATE,2764,Exemption,Seattle,13,King,Seattle,Educational Service District 121,271,271,School,K-12,Personal,4.6%,47.66513,-122.31834,1,4.8%,Yes,1,University Child Development School,2018-19,Seattle,WA,PRIVATE,5.1%,98105,0,1
318 30th Ave E,8908,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,95,95,School,K-12,Personal,0.0%,47.62159,-122.29307,1,0.0%,Yes,1,The Valley School,2018-19,Seattle,WA,PRIVATE,0.8%,98112,0,1
9005 Roosevelt Way NE,8251,exempt,PRIVATE,2764,Exemption,Seattle,2,King,Seattle,Educational Service District 121,108,108,School,K-12,Personal,1.5%,47.69421,-122.31768,1,1.9%,Yes,1,Perkins School,2018-19,Seattle,WA,PRIVATE,2.6%,98115,0,1
4105 California Ave SW,1457,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,96,96,School,K-12,Personal,0.0%,47.56616,-122.38686,1,0.0%,Yes,1,Tilden School,2018-19,Seattle,WA,PRIVATE,0.8%,98116,0,1
1625 19th Ave,802H,exempt,PRIVATE,2764,Exemption,Seattle,5,King,Seattle,Educational Service District 121,95,95,School,K-12,Personal,4.8%,47.61563,-122.30752,1,5.3%,Yes,1,Seattle Amistad School,2018-19,Seattle,WA,PRIVATE,6.1%,98122,0,1
12351 8th Ave NE,8017,exempt,PRIVATE,2764,Exemption,Seattle,1,King,Seattle,Educational Service District 121,59,59,School,K-12,Personal,1.1%,47.71862,-122.32092,1,1.7%,Yes,1,Seattle Jewish Community School,2018-19,Seattle,WA,PRIVATE,3.0%,98125,0,1
3401 SW Myrtle St,8052,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,222,222,School,K-12,Personal,0.0%,47.53912,-122.37524,1,0.0%,Yes,1,Our Lady Of Guadalupe School,2018-19,Seattle,WA,PRIVATE,0.3%,98126,0,1
11010 Greenwood Ave N,801A,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,47,47,School,K-12,Personal,0.0%,47.70893,-122.35539,1,0.0%,Yes,1,Seattle Area German American School,2018-19,Seattle,WA,PRIVATE,1.6%,98133,0,1
32725 SE 42nd St,1479,exempt,PRIVATE,2764,Exemption,Fall City,15,King,Snoqualmie Valley,Educational Service District 121,94,94,School,K-12,Personal,15.3%,47.56892,-121.90371,1,16.0%,Yes,1,Summit Classical Christian School,2018-19,Snoqualmie Valley,WA,PRIVATE,16.8%,98024,0,1
8553 NE Day Rd,8487,exempt,PRIVATE,2764,Exemption,Bainbridge,3,Kitsap,Bainbridge Island,Educational Service District 121,77,77,School,K-12,Personal,3.3%,47.67943,-122.53647,1,3.9%,Yes,1,The Island School,2018-19,Bainbridge Island,WA,PRIVATE,4.9%,98110,0,1
3727 240th St SE,801O,exempt,PRIVATE,2764,Exemption,Bothell,5,Snohomish,Northshore,Educational Service District 121,103,103,School,K-12,Personal,4.4%,47.78012,-122.18335,1,4.9%,Yes,1,Ucic School,2018-19,Northshore,WA,PRIVATE,5.6%,98021,0,1
8615 7th Ave SE,8159,exempt,PRIVATE,2764,Exemption,Everett,5,Snohomish,Everett,Educational Service District 189,331,331,School,K-12,Personal,1.4%,47.91993,-122.22278,1,1.5%,Yes,1,St Mary Magdalen School,2018-19,Everett,WA,PRIVATE,1.8%,98208,0,1
618 N Sullivan Rd,8724,exempt,PRIVATE,2764,Exemption,Veradale,0,Spokane,Central Valley,Educational Service District 101,56,56,School,K-12,Personal,0.0%,47.66383,-117.19647,1,0.0%,Yes,1,Pioneer School,2018-19,Central Valley,WA,PRIVATE,1.3%,99037,0,1
4125 N Maple St,803U,exempt,PRIVATE,2764,Exemption,Spokane,1,Spokane,Spokane,Educational Service District 101,38,38,School,K-12,Personal,1.7%,47.69623,-117.43545,1,2.6%,Yes,1,Salish School Of Spokane,2018-19,Spokane,WA,PRIVATE,4.6%,99205,0,1
4225 W Fremont Rd,802J,exempt,PRIVATE,2764,Exemption,Spokane,33,Spokane,Spokane,Educational Service District 101,104,104,School,K-12,Personal,31.0%,47.67522,-117.47325,1,31.7%,Yes,1,Spokane Windsong School,2018-19,Spokane,WA,PRIVATE,32.6%,99224,0,1
146-B Buena Vista Dr,803Q,exempt,PRIVATE,2764,Exemption,Colville,12,Stevens,Colville,Educational Service District 101,25,25,School,K-12,Personal,45.4%,48.56214,-117.92229,1,48.0%,Yes,1,Riverwood Community School,2018-19,Colville,WA,PRIVATE,50.6%,99114,0,1
114 20th Ave SE,8317,exempt,PRIVATE,2764,Exemption,Olympia,5,Thurston,Tumwater,Educational Service District 113,32,32,School,K-12,Personal,14.1%,47.03122,-122.90043,1,15.6%,Yes,1,Olympia Community School,2018-19,Olympia,WA,PRIVATE,18.0%,98501,0,1
3000 Northwest Ave,8223,exempt,PRIVATE,2764,Exemption,Bellingham,8,Whatcom,Bellingham,Educational Service District 189,99,99,School,K-12,Personal,7.6%,48.77102,-122.49334,1,8.1%,Yes,1,St Paul'S Academy  (Formerly St Paul E,2018-19,Bellingham,WA,PRIVATE,8.9%,98225,0,1
2377 Douglas Rd,1447,exempt,PRIVATE,2764,Exemption,Ferndale,1,Whatcom,Ferndale,Educational Service District 189,78,78,School,K-12,Personal,0.8%,48.84404,-122.61126,1,1.3%,Yes,1,Pioneer Meadows Montessori School,2018-19,Ferndale,WA,PRIVATE,2.2%,98248,0,1
PO BOX 340,3421,exempt,PUBLIC,2764,Exemption,Lind,4,Adams,Lind,Educational Service District 101,98,98,School,K-12,Personal,3.6%,46.8692,-118.63488,1,4.1%,Yes,1,Lind Elementary School,2018-19,Lind,WA,PUBLIC,4.9%,99341,0,1
401 E 6th Ave.,2719,exempt,PUBLIC,2764,Exemption,Ritzville,7,Adams,Ritzville,Educational Service District 101,170,170,School,K-12,Personal,3.8%,47.12587,-118.37137,1,4.1%,Yes,1,Ritzville Grade School,2018-19,Ritzville,WA,PUBLIC,4.6%,99169,0,1
905 South 14th Avenue,5285,exempt,PUBLIC,2764,Exemption,Othello,1,Adams,Othello,Educational Service District 123,622,622,School,K-12,Personal,0.1%,46.81993,-119.16186,1,0.2%,Yes,1,Wahitis Elementary School,2018-19,Othello,WA,PUBLIC,0.3%,99344,0,1
506 N 7th Ave,2961,exempt,PUBLIC,2764,Exemption,Othello,8,Adams,Othello,Educational Service District 123,631,631,School,K-12,Personal,1.2%,46.83264,-119.16479,1,1.3%,Yes,1,Hiawatha Elementary School,2018-19,Othello,WA,PUBLIC,1.4%,99344,0,1
795 S 7th Ave,2902,exempt,PUBLIC,2764,Exemption,Othello,3,Adams,Othello,Educational Service District 123,643,643,School,K-12,Personal,0.4%,46.81832,-119.16524,1,0.5%,Yes,1,Lutacaga Elementary,2018-19,Othello,WA,PUBLIC,0.6%,99344,0,1
695 S 14th Ave,3730,exempt,PUBLIC,2764,Exemption,Othello,10,Adams,Othello,Educational Service District 123,656,656,School,K-12,Personal,1.4%,46.8205,-119.15449,1,1.5%,Yes,1,Scootney Springs Elementary,2018-19,Othello,WA,PUBLIC,1.7%,99344,0,1
PO Box 489,2507,exempt,PUBLIC,2764,Exemption,Asotin,3,Asotin,Asotin-Anatone,Educational Service District 123,276,276,School,K-12,Personal,0.9%,46.33706,-117.04179,1,1.1%,Yes,1,Asotin Elementary,2018-19,Asotin-Anatone,WA,PUBLIC,1.4%,99402,0,1
213504 E COUGAR RD,3078,exempt,PUBLIC,2764,Exemption,Kennewick,8,Benton,Finley,Educational Service District 123,396,396,School,K-12,Personal,1.9%,46.13871,-119.05908,1,2.0%,Yes,1,Finley Elementary,2018-19,Finley,WA,PUBLIC,2.2%,99337,0,1
3520 WEST JOHN DAY AVEN,3077,exempt,PUBLIC,2764,Exemption,Kennewick,2,Benton,Kennewick,Educational Service District 123,388,388,School,K-12,Personal,0.4%,46.21783,-119.16684,1,0.5%,Yes,1,Hawthorne Elementary School - Kennewic,2018-19,Kennewick,WA,PUBLIC,0.7%,99336,0,1
1701 NORTH YOUNG STREET,3369,exempt,PUBLIC,2764,Exemption,Kennewick,3,Benton,Kennewick,Educational Service District 123,430,430,School,K-12,Personal,0.6%,46.22819,-119.2184,1,0.7%,Yes,1,Vista Elementary School,2018-19,Kennewick,WA,PUBLIC,0.9%,99336,0,1
711 NORTH CENTER PARKWA,4136,exempt,PUBLIC,2764,Exemption,Kennewick,17,Benton,Kennewick,Educational Service District 123,447,447,School,K-12,Personal,3.7%,46.21876,-119.23241,1,3.8%,Yes,1,Sunset View Elementary School,2018-19,Kennewick,WA,PUBLIC,4.0%,99336,0,1
930 WEST 4TH AVENUE,4418,exempt,PUBLIC,2764,Exemption,Kennewick,1,Benton,Kennewick,Educational Service District 123,468,468,School,K-12,Personal,0.1%,46.20757,-119.13156,1,0.2%,Yes,1,Amistad Elementary School,2018-19,Kennewick,WA,PUBLIC,0.4%,99336,0,1
2514 WEST 4TH AVENUE,2825,exempt,PUBLIC,2764,Exemption,Kennewick,27,Benton,Kennewick,Educational Service District 123,536,536,School,K-12,Personal,4.9%,46.20705,-119.15474,1,5.0%,Yes,1,Westgate Elementary School,2018-19,Kennewick,WA,PUBLIC,5.2%,99336,0,1
1229 WEST 22ND PLACE,4072,exempt,PUBLIC,2764,Exemption,Kennewick,9,Benton,Kennewick,Educational Service District 123,494,494,School,K-12,Personal,1.7%,46.18884,-119.13625,1,1.8%,Yes,1,Canyon View Elementary School,2018-19,Kennewick,WA,PUBLIC,2.0%,99337,0,1
105 WEST 21ST AVENUE,3144,exempt,PUBLIC,2764,Exemption,Kennewick,5,Benton,Kennewick,Educational Service District 123,495,495,School,K-12,Personal,0.9%,46.18819,-119.11936,1,1.0%,Yes,1,Washington Elementary Kennewick,2018-19,Kennewick,WA,PUBLIC,1.2%,99337,0,1
505 SOUTH HIGHLAND DRIV,4202,exempt,PUBLIC,2764,Exemption,Kennewick,16,Benton,Kennewick,Educational Service District 123,589,589,School,K-12,Personal,2.6%,46.17202,-119.12589,1,2.7%,Yes,1,Cascade Elementary School,2018-19,Kennewick,WA,PUBLIC,2.9%,99337,0,1
7001 WEST 13TH AVENUE,4446,exempt,PUBLIC,2764,Exemption,Kennewick,8,Benton,Kennewick,Educational Service District 123,457,457,School,K-12,Personal,1.6%,46.19723,-119.21529,1,1.8%,Yes,1,Ridge View Elementary School,2018-19,Kennewick,WA,PUBLIC,1.9%,99338,0,1
16734 S. Cottonwood Cre,5220,exempt,PUBLIC,2764,Exemption,Kennewick,14,Benton,Kennewick,Educational Service District 123,466,466,School,K-12,Personal,2.9%,46.1647,-119.27768,1,3.0%,Yes,1,Cottonwood Elementary,2018-19,Kennewick,WA,PUBLIC,3.2%,99338,0,1
4901 WEST 21ST AVENUE,4181,exempt,PUBLIC,2764,Exemption,Kennewick,10,Benton,Kennewick,Educational Service District 123,497,497,School,K-12,Personal,1.9%,46.19122,-119.24548,1,2.0%,Yes,1,Lincoln Elementary Kennewick,2018-19,Kennewick,WA,PUBLIC,2.2%,99338,0,1
6411 W 38th Ave,5438,exempt,PUBLIC,2764,Exemption,Kennewick,28,Benton,Kennewick,Educational Service District 123,565,565,School,K-12,Personal,4.8%,46.19245,-119.2116,1,5.0%,Yes,1,Sage Crest Elementary,2018-19,Kennewick,WA,PUBLIC,5.1%,99338,0,1
1107 Grace Avenue,2759,exempt,PUBLIC,2764,Exemption,Benton City,4,Benton,Kiona Benton,Educational Service District 123,325,325,School,K-12,Personal,1.1%,46.27551,-119.49771,1,1.2%,Yes,1,Kiona-Benton City Primary School,2018-19,Kiona Benton,WA,PUBLIC,1.5%,99320,0,1
102101 W. Foisy Road,2905,exempt,PUBLIC,2764,Exemption,Prosser,5,Benton,Prosser,Educational Service District 123,260,260,School,K-12,Personal,1.7%,46.23396,-119.71127,1,1.9%,Yes,1,Whitstran Elementary,2018-19,Prosser,WA,PUBLIC,2.2%,99350,0,1
832 Park Ave.,2195,exempt,PUBLIC,2764,Exemption,Prosser,4,Benton,Prosser,Educational Service District 123,423,423,School,K-12,Personal,0.8%,46.20048,-119.77546,1,0.9%,Yes,1,Keene-Riverview Elementary,2018-19,Prosser,WA,PUBLIC,1.1%,99350,0,1
1704 Gray St.,2656,exempt,PUBLIC,2764,Exemption,Richland,1,Benton,Richland,Educational Service District 123,534,534,School,K-12,Personal,0.1%,46.27227,-119.29426,1,0.2%,Yes,1,Marcus Whitman Elementary,2018-19,Richland,WA,PUBLIC,0.3%,99352,0,1
415 Jadwin,2657,exempt,PUBLIC,2764,Exemption,Richland,11,Benton,Richland,Educational Service District 123,535,535,School,K-12,Personal,2.0%,46.2678,-119.27717,1,2.1%,Yes,1,Lewis & Clark Elementary School,2018-19,Richland,WA,PUBLIC,2.2%,99352,0,1
1515 Elementary Street,4060,exempt,PUBLIC,2764,Exemption,Richland,11,Benton,Richland,Educational Service District 123,609,609,School,K-12,Personal,1.7%,46.23383,-119.2715,1,1.8%,Yes,1,Badger Mountain Elementary,2018-19,Richland,WA,PUBLIC,1.9%,99352,0,1
1600 Gala Way,5419,exempt,PUBLIC,2764,Exemption,Richland,19,Benton,Richland,Educational Service District 123,674,674,School,K-12,Personal,2.7%,46.23362,-119.29561,1,2.8%,Yes,1,Orchard Elementary,2018-19,Richland,WA,PUBLIC,3.0%,99352,0,1
1250 Kensington,5092,exempt,PUBLIC,2764,Exemption,Richland,23,Benton,Richland,Educational Service District 123,752,752,School,K-12,Personal,3.0%,46.24873,-119.32614,1,3.1%,Yes,1,White Bluffs Elementary School,2018-19,Richland,WA,PUBLIC,3.2%,99352,0,1
1550 George Washington,2642,exempt,PUBLIC,2764,Exemption,Richland,10,Benton,Richland,Educational Service District 123,437,437,School,K-12,Personal,2.2%,46.29403,-119.27498,1,2.3%,Yes,1,Jefferson Elementary,2018-19,Richland,WA,PUBLIC,2.5%,99354,0,1
1750 McMurray,2786,exempt,PUBLIC,2764,Exemption,Richland,24,Benton,Richland,Educational Service District 123,513,513,School,K-12,Personal,4.6%,46.29566,-119.29545,1,4.7%,Yes,1,Jason Lee Elementary School,2018-19,Richland,WA,PUBLIC,4.9%,99354,0,1
535 Fuller St.,3732,exempt,PUBLIC,2764,Exemption,Richland,8,Benton,Richland,Educational Service District 123,552,552,School,K-12,Personal,1.4%,46.30901,-119.27662,1,1.4%,Yes,1,Sacajawea Elementary,2018-19,Richland,WA,PUBLIC,1.6%,99354,0,1
2820 S Highlands Blvd,4543,exempt,PUBLIC,2764,Exemption,West Richla,15,Benton,Richland,Educational Service District 123,559,559,School,K-12,Personal,2.6%,46.27491,-119.35777,1,2.7%,Yes,1,William Wiley Elementary School,2018-19,Richland,WA,PUBLIC,2.8%,99353,0,1
705 N 62nd Ave,4059,exempt,PUBLIC,2764,Exemption,West Richla,8,Benton,Richland,Educational Service District 123,694,694,School,K-12,Personal,1.1%,46.30726,-119.36849,1,1.2%,Yes,1,Tapteal Elementary School,2018-19,Richland,WA,PUBLIC,1.3%,99353,0,1
19265 Beaver Valley Rd,4566,exempt,PUBLIC,2764,Exemption,Leavenworth,6,Chelan,Cascade,Educational Service District 171,29,29,School,K-12,Personal,18.9%,47.76952,-120.66364,1,20.7%,Yes,1,Beaver Valley School,2018-19,Cascade,WA,PUBLIC,23.2%,98826,0,1
